abn,cn,agency,category,period,value
97604704065,CN3717367,"Department of Employment, Skills, Small and Family Business",Office and desk accessories,10-Oct-2017 to 10-Oct-2018,"$33,092.40"
97604704065,CN3717367,Department of Defence,Furniture,27-Sep-2017 to 31-May-2018,"$153,626.00"
97604704065,CN3717367,Department of Defence,Furniture,28-Sep-2017 to 31-May-2018,"$12,867.35"
97604704065,CN3717367,Department of Defence,Furniture,20-Sep-2017 to 31-May-2018,"$20,052.47"
97604704065,CN3717367,Department of Defence,Furniture,22-Sep-2017 to 31-May-2018,"$18,393.32"
97604704065,CN3717367,Department of Defence,Furniture,12-Sep-2017 to 31-May-2018,"$16,662.23"
97604704065,CN3717367,Department of Defence,Furniture,5-Sep-2017 to 31-May-2018,"$32,731.53"
97604704065,CN3717367,Department of Defence,Furniture,6-Sep-2017 to 31-May-2018,"$17,742.01"
97604704065,CN3717367,Department of Defence,Furniture,2-Sep-2017 to 31-May-2018,"$20,204.41"
97604704065,CN3717367,Department of Defence,Furniture,16-Aug-2017 to 31-May-2018,"$28,876.93"
97604704065,CN3717367,Department of Defence,Furniture,17-Jul-2017 to 30-Jun-2018,"$10,905.84"
97604704065,CN3717367,Department of Defence,Furniture,14-Jul-2017 to 30-Jun-2018,"$13,253.46"
97604704065,CN3717367,Department of Defence,Furniture,14-Jul-2017 to 30-Jun-2018,"$51,953.00"
97604704065,CN3717367,Department of Defence,Furniture,14-Jul-2017 to 28-Dec-2018,"$47,094.41"
97604704065,CN3717367,"Department of Employment, Skills, Small and Family Business",Office furniture,21-Jul-2017 to 31-Aug-2017,"$12,091.20"
97604704065,CN3717367,Department of Defence,Office furniture,4-Jul-2017 to 30-Jun-2018,"$199,000.00"
97604704065,CN3717367,"Department of Education, Skills and Employment",Workstations and office packages,12-Jul-2017 to 31-Aug-2017,"$13,928.64"
97604704065,CN3717367,Department of Defence,Furniture,30-May-2017 to 30-Jun-2017,"$15,331.97"
97604704065,CN3717367,Department of Defence,Furniture,2-Jun-2017 to 30-Sep-2017,"$37,245.17"
97604704065,CN3717367,Bureau of Meteorology,Office furniture,25-May-2017 to 14-Jul-2017,"$52,769.42"
97604704065,CN3717367,Department of Defence,Office supplies,12-May-2017 to 12-Jun-2017,"$13,880.90"
97604704065,CN3717367,Department of Defence,Office furniture,27-Apr-2017 to 31-May-2017,"$16,711.20"
97604704065,CN3717367,Department of Defence,Office furniture,11-Apr-2017 to 26-May-2017,"$104,788.35"
97604704065,CN3717367,Department of Defence,Furniture,11-Apr-2017 to 26-May-2017,"$13,525.60"
97604704065,CN3717367,Department of Defence,Furniture,27-Oct-2016 to 10-Feb-2017,"$11,345.40"
97604704065,CN3717367,Department of Defence,Office furniture,5-Oct-2016 to 6-Dec-2016,"$17,519.50"
97604704065,CN3717367,Department of Defence,Furniture,27-Mar-2017 to 30-Jun-2017,"$12,320.00"
97604704065,CN3717367,Department of Defence,Furniture,21-Mar-2017 to 30-Jun-2017,"$63,350.91"
97604704065,CN3717367,Department of Defence,Furniture,16-Mar-2017 to 30-Jun-2017,"$28,160.93"
97604704065,CN3717367,Department of Defence,Furniture,7-Mar-2017 to 30-Jun-2017,"$93,995.55"
97604704065,CN3717367,Department of Defence,Furniture,21-Nov-2016 to 28-Feb-2017,"$14,784.00"
97604704065,CN3717367,Department of Defence,Office furniture,30-Jan-2017 to 30-Jun-2017,"$54,628.20"
97604704065,CN3717367,Department of Defence,Office furniture,24-Jan-2017 to 30-Jun-2017,"$126,284.00"
97604704065,CN3717367,Department of Defence,Office furniture,24-Jan-2017 to 30-Jun-2017,"$25,641.00"
97604704065,CN3717367,Department of Defence,Office furniture,12-Dec-2016 to 26-May-2017,"$27,015.45"
97604704065,CN3717367,Department of Defence,Office furniture,25-Nov-2016 to 24-Feb-2017,"$42,087.86"
97604704065,CN3717367,Department of Defence,Furniture,4-Nov-2016 to 28-Feb-2017,"$292,026.90"
97604704065,CN3717367,Department of Defence,Office and desk accessories,26-Sep-2016 to 31-Oct-2016,"$11,509.30"
97604704065,CN3717367,Australian Federal Police,Furniture,17-Mar-2016 to 17-Jun-2016,"$74,470.53"
24147574669,CN3717367,Department of Veterans' Affairs,Cemetery upkeep services,1-Jul-2019 to 9-Aug-2019,"$12,000.00"
24147574669,CN3717367,Department of Veterans' Affairs,Cemetery upkeep services,15-Apr-2019 to 30-Jun-2019,"$20,000.00"
24147574669,CN3717367,Australian Taxation Office,Computer programmers,1-Apr-2019 to 29-Mar-2020,"$282,133.28"
24147574669,CN3717367,Department of the Prime Minister and Cabinet,Temporary personnel services,26-Nov-2018 to 28-Feb-2019,"$36,431.36"
24147574669,CN3717367,Department of the Prime Minister and Cabinet,Personnel recruitment,23-Apr-2018 to 30-Jun-2019,"$169,568.39"
24147574669,CN3717367,Department of Veterans' Affairs,Temporary personnel services,9-Aug-2018 to 12-May-2019,"$81,700.00"
24147574669,CN3717367,Department of Veterans' Affairs,Temporary personnel services,18-Jun-2018 to 12-May-2019,"$81,700.00"
24147574669,CN3717367,Australian Taxation Office,Computer programmers,26-Feb-2018 to 31-Mar-2019,"$302,595.48"
24147574669,CN3717367,Australian Taxation Office,Temporary personnel services,16-Apr-2018 to 1-Jul-2018,"$18,739.88"
24147574669,CN3717367,Department of Social Services,Temporary personnel services,2-Jan-2018 to 31-Oct-2018,"$130,000.00"
24147574669,CN3717367,Department of the Prime Minister and Cabinet,Personnel recruitment,26-Jul-2017 to 27-Oct-2017,"$33,353.10"
24147574669,CN3717367,Department of Social Services,Temporary personnel services,1-Aug-2017 to 1-Feb-2018,"$140,000.00"
24147574669,CN3717367,Department of Social Services,Personnel recruitment,5-Feb-2017 to 22-Dec-2017,"$174,000.00"
24147574669,CN3717367,Australian Taxation Office,Computer programmers,6-Jun-2016 to 25-Feb-2018,"$476,532.32"
24147574669,CN3717367,Australian Federal Police,Strategic planning consultation services,6-Feb-2017 to 30-Jun-2017,"$115,116.00"
24147574669,CN3717367,Australian Taxation Office,Temporary personnel services,5-Dec-2016 to 30-Jul-2017,"$84,913.76"
24147574669,CN3717367,Australian Taxation Office,Temporary personnel services,5-Dec-2016 to 2-Apr-2017,"$33,926.98"
24147574669,CN3717367,Department of Health,Personnel recruitment,4-Apr-2016 to 14-Aug-2016,"$39,999.00"
24147574669,CN3717367,Department of Social Services,Temporary personnel services,21-Sep-2015 to 19-Nov-2015,"$21,088.51"
24147574669,CN3717367,"Department of Agriculture, Water and the Environment",Temporary personnel services,24-Sep-2015 to 30-Jun-2016,"$27,000.00"
24147574669,CN3717367,Australian Taxation Office,Personnel recruitment,12-Aug-2015 to 9-Sep-2015,"$20,000.00"
24147574669,CN3717367,Department of Health,Personnel recruitment,1-Sep-2012 to 30-Nov-2012,"$16,000.00"
24147574669,CN3717367,Department of Health,Personnel recruitment,9-Jul-2012 to 31-Aug-2012,"$31,617.00"
82153382533,CN3717367,Australian Taxation Office,Temporary personnel services,30-Sep-2019 to 28-Jun-2020,"$67,567.50"
82153382533,CN3717367,Australian Taxation Office,Personnel recruitment,4-Oct-2018 to 29-Sep-2019,"$89,050.50"
82153382533,CN3717367,Australian Taxation Office,Personnel recruitment,23-Oct-2018 to 30-Jan-2019,"$17,650.86"
82153382533,CN3717367,Australian Taxation Office,Personnel recruitment,4-Oct-2018 to 30-Jun-2019,"$66,528.00"
82153382533,CN3717367,Australian Taxation Office,Temporary personnel services,20-Aug-2018 to 30-Jun-2019,"$89,100.00"
82153382533,CN3717367,Australian Taxation Office,Temporary personnel services,8-Mar-2017 to 30-Dec-2018,"$203,803.60"
82153382533,CN3717367,Australian Taxation Office,Personnel recruitment,7-Aug-2017 to 1-Jul-2018,"$97,020.00"
82153382533,CN3717367,Australian Taxation Office,Personnel recruitment,21-Aug-2017 to 7-Jan-2018,"$47,437.50"
82153382533,CN3717367,Australian Taxation Office,Temporary personnel services,31-Jul-2017 to 7-Jan-2018,"$47,437.50"
82153382533,CN3717367,Australian Taxation Office,Business administration services,1-Mar-2016 to 1-Oct-2017,"$276,064.39"
82153382533,CN3717367,Australian Taxation Office,Temporary personnel services,21-Mar-2016 to 1-Jul-2018,"$424,710.00"
82153382533,CN3717367,Australian Taxation Office,Temporary personnel services,13-Mar-2017 to 30-Jun-2017,"$34,320.00"
82153382533,CN3717367,Australian Taxation Office,Temporary personnel services,10-Oct-2016 to 8-Oct-2017,"$115,057.80"
82153382533,CN3717367,Australian Taxation Office,Temporary personnel services,30-Mar-2016 to 17-Mar-2017,"$180,048.00"
82153382533,CN3717367,Australian Taxation Office,Temporary personnel services,7-Mar-2016 to 3-Mar-2017,"$235,125.00"
82153382533,CN3717367,Australian Taxation Office,Temporary personnel services,15-Feb-2016 to 14-Feb-2017,"$141,372.00"
82153382533,CN3717367,Australian Taxation Office,Temporary personnel services,2-Nov-2015 to 30-Apr-2016,"$57,420.00"
78605912516,CN3717367,Department of Health,Management support services,24-Jun-2019 to 30-Dec-2020,"$3,054,560.03"
78605912516,CN3717367,Department of Health,Management advisory services,2-Dec-2019 to 31-Mar-2020,"$77,000.00"
78605912516,CN3717367,"Department of Infrastructure, Transport, Regional Development and Communications",Management advisory services,1-Nov-2019 to 30-Jun-2020,"$34,650.00"
78605912516,CN3717367,Department of Social Services,Strategic planning consultation services,21-May-2019 to 26-Jun-2019,"$58,321.00"
78605912516,CN3717367,"Department of Infrastructure, Transport, Regional Development and Communications",Audit services,27-Mar-2019 to 30-Jun-2019,"$20,460.00"
78605912516,CN3717367,Department of Social Services,Management advisory services,30-Nov-2016 to 30-Jun-2017,"$27,500.00"
78605912516,CN3717367,"Department of Infrastructure, Transport, Regional Development and Communications",Audit services,1-Nov-2016 to 20-Feb-2017,"$20,460.00"
78605912516,CN3717367,Department of Social Services,Economic or financial evaluation of projects,26-Aug-2016 to 30-Dec-2016,"$28,600.00"
78605912516,CN3717367,Department of Defence,Education and Training Services,10-Jun-2016 to 31-Aug-2016,"$89,980.00"
57024747460,CN3717367,Department of Health,Disease prevention and control,14-Apr-2020 to 14-Aug-2020,"$275,000.00"
74158075275,CN3717367,Bureau of Meteorology,Temporary personnel services,19-Oct-2020 to 30-Jun-2021,"$103,590.00"
74158075275,CN3717367,Bureau of Meteorology,Temporary personnel services,19-Oct-2020 to 30-Jun-2021,"$96,250.00"
74158075275,CN3717367,Bureau of Meteorology,Temporary personnel services,6-Jul-2020 to 30-Jun-2021,"$178,035.00"
74158075275,CN3717367,Services Australia,Computer services,1-Jul-2020 to 31-Dec-2020,"$143,000.00"
74158075275,CN3717367,Services Australia,Computer services,2-Aug-2018 to 30-Jun-2020,"$552,200.00"
74158075275,CN3717367,Bureau of Meteorology,Temporary personnel services,31-Jan-2019 to 28-Jun-2019,"$99,000.00"
36934790547,CN3717367,Department of the Prime Minister and Cabinet,Community and social services,27-Jun-2014 to 29-May-2015,"$230,625.00"
90165345022,CN3717367,Department of Defence,Furniture,22-May-2020 to 2-Jun-2020,"$19,992.50"
90165345022,CN3717367,Department of Defence,Furniture,5-Jun-2020 to 22-Jun-2020,"$181,559.40"
90165345022,CN3717367,Bureau of Meteorology,Office furniture,5-May-2017 to 30-Jun-2017,"$15,356.00"
63600276015,CN3717367,Department of Defence,Building construction and support and maintenance and repair services,5-May-2020 to 26-May-2021,"$2,581,497.64"
63600276015,CN3717367,Department of Defence,Building construction and support and maintenance and repair services,15-Nov-2019 to 26-May-2022,"$10,281,087.86"
63600276015,CN3717367,Department of Defence,Building construction and support and maintenance and repair services,15-Nov-2019 to 26-May-2022,"$15,208,369.01"
63600276015,CN3717367,Department of Defence,Building construction and support and maintenance and repair services,8-Apr-2020 to 26-May-2022,"$8,791,500.60"
63600276015,CN3717367,Department of Defence,Building construction and support and maintenance and repair services,6-May-2019 to 26-May-2022,"$12,041,206.00"
63600276015,CN3717367,Department of Defence,Building construction and support and maintenance and repair services,20-Nov-2018 to 26-May-2022,"$8,980,329.88"
