abn,cn,agency,category,period,value
23611925725,CN3710962,Department of Defence,Cleaning and janitorial services,1-Jul-2020 to 30-Nov-2020,"$45,000.00"
97604704065,CN3728485,Department of Defence,Furniture,29-May-2020 to 30-Jun-2021,"$38,387.01"
97604704065,CN3724382,Department of Defence,Furniture,29-May-2020 to 30-Jun-2021,"$13,503.77"
97604704065,CN3717065,Department of Defence,Furniture,29-May-2020 to 30-Jun-2021,"$18,132.40"
97604704065,CN3717063,Department of Defence,Furniture,29-May-2020 to 30-Jun-2021,"$30,712.00"
97604704065,CN3712771,Department of Defence,Furniture,16-May-2020 to 28-May-2020,"$10,782.18"
97604704065,CN3697514-A1,Department of Defence,Furniture,1-Jul-2020 to 30-Jun-2021,"$1,500,000.00"
97604704065,CN3707111,Department of Defence,Furniture,2-Jun-2020 to 28-May-2021,"$12,490.50"
97604704065,CN3705114,Department of Defence,Furniture,28-May-2020 to 28-May-2021,"$12,999.11"
97604704065,CN3705115,Department of Defence,Furniture,1-Jun-2020 to 28-May-2021,"$19,400.08"
97604704065,CN3703207,Department of Defence,Furniture,15-Jun-2020 to 17-Jul-2020,"$24,640.00"
97604704065,CN3703211,Department of Defence,Furniture,13-May-2020 to 19-Jun-2020,"$11,674.66"
97604704065,CN3703208,Department of Defence,Furniture,28-May-2020 to 28-May-2021,"$12,538.59"
97604704065,CN3703206,Department of Defence,Furniture,19-Jun-2020 to 17-Jul-2020,"$26,857.07"
97604704065,CN3703209,Department of Defence,Furniture,28-May-2020 to 28-May-2021,"$15,490.26"
97604704065,CN3700008,Department of Defence,Furniture,3-Jul-2020 to 28-May-2021,"$12,323.30"
97604704065,CN3698507,Department of Defence,Furniture,30-Mar-2020 to 30-Apr-2020,"$14,423.20"
97604704065,CN3698419,Department of Defence,Furniture,11-May-2020 to 28-May-2020,"$15,371.72"
97604704065,CN3698420,Department of Defence,Furniture,7-May-2020 to 29-May-2020,"$14,270.08"
97604704065,CN3698416,Department of Defence,Furniture,11-May-2020 to 28-Jun-2020,"$41,012.40"
97604704065,CN3698417,Department of Defence,Furniture,11-May-2020 to 28-May-2020,"$39,796.35"
97604704065,CN3698418,Department of Defence,Furniture,10-May-2020 to 30-Jun-2020,"$17,114.54"
97604704065,CN3698402,Department of Defence,Furniture,30-Apr-2020 to 29-May-2020,"$59,348.38"
97604704065,CN3698373,Department of Defence,Furniture,11-May-2020 to 30-Jun-2020,"$16,710.17"
97604704065,CN3698371,Department of Defence,Furniture,8-Apr-2020 to 7-May-2020,"$11,259.16"
97604704065,CN3698372,Department of Defence,Furniture,18-May-2020 to 11-Jun-2020,"$28,991.85"
97604704065,CN3695850,Department of Defence,Furniture,26-Jun-2020 to 28-May-2021,"$13,017.62"
97604704065,CN3695847,Department of Defence,Furniture,26-Jun-2020 to 28-May-2021,"$57,868.21"
97604704065,CN3689221,Department of Defence,Furniture,27-May-2020 to 3-Jul-2020,"$199,411.39"
97604704065,CN3689086,Department of Defence,Furniture,4-May-2020 to 5-Jun-2020,"$12,999.13"
97604704065,CN3683143,Department of Defence,Furniture,19-May-2020 to 30-Jun-2020,"$14,204.30"
97604704065,CN3678254,Department of Defence,Furniture,20-Apr-2020 to 28-May-2020,"$13,451.72"
97604704065,CN3678100,Department of Defence,Furniture,29-Apr-2020 to 28-May-2020,"$14,825.05"
97604704065,CN3676778,Department of Defence,Furniture,2-Apr-2020 to 1-May-2020,"$11,259.16"
97604704065,CN3675499,Department of Defence,Furniture,15-Apr-2020 to 20-May-2020,"$24,640.00"
97604704065,CN3674705,Department of Defence,Furniture,16-Apr-2020 to 28-May-2020,"$16,301.45"
97604704065,CN3674688,Department of Defence,Furniture,6-Mar-2020 to 23-Apr-2020,"$15,490.26"
97604704065,CN3673445,Department of Defence,Furniture,13-Feb-2020 to 28-May-2020,"$11,784.87"
97604704065,CN3668196,Department of Defence,Furniture,19-Mar-2020 to 28-May-2020,"$14,018.40"
97604704065,CN3664672,Department of Defence,Furniture,10-Mar-2020 to 28-May-2020,"$27,208.50"
97604704065,CN3663226,Department of Defence,Office furniture,28-Feb-2020 to 29-May-2020,"$13,916.10"
97604704065,CN3661965,Department of Defence,Furniture,17-Feb-2020 to 28-May-2020,"$40,024.99"
97604704065,CN3659135,Department of Defence,Furniture,4-Feb-2020 to 28-May-2020,"$10,010.00"
97604704065,CN3645812,Department of Defence,Furniture,11-Nov-2019 to 28-May-2021,"$132,891.00"
97604704065,CN3638630,Department of Defence,Furniture,1-Nov-2019 to 28-May-2020,"$12,424.50"
97604704065,CN3637451,Department of Defence,Furniture,11-Oct-2019 to 29-Nov-2019,"$11,741.27"
97604704065,CN3631496,Australian Taxation Office,Office furniture,20-Sep-2019 to 23-Dec-2019,"$10,648.00"
97604704065,CN3629852,Department of Defence,Furniture,19-Sep-2019 to 28-May-2020,"$18,459.12"
97604704065,CN3629849,Department of Defence,Furniture,20-Sep-2019 to 28-May-2020,"$12,315.25"
97604704065,CN3629030,Department of Defence,Furniture,16-Sep-2019 to 28-May-2020,"$43,312.50"
97604704065,CN3629020,Department of Defence,Furniture,10-Sep-2019 to 29-Oct-2019,"$20,175.90"
97604704065,CN3624974,Department of Defence,Furniture,20-Aug-2019 to 28-May-2020,"$38,497.75"
97604704065,CN3624943,Department of Defence,Furniture,2-Sep-2019 to 28-May-2020,"$10,828.38"
97604704065,CN3619661,Department of Defence,Furniture,1-Jul-2019 to 30-Sep-2019,"$10,151.04"
97604704065,CN3617529,Department of Defence,Furniture,29-Jul-2019 to 28-May-2020,"$11,891.00"
97604704065,CN3617508,Department of Defence,Furniture,30-Jul-2019 to 28-May-2020,"$14,506.62"
97604704065,CN3616397,Department of Defence,Furniture,19-Jul-2019 to 28-May-2020,"$12,606.00"
97604704065,CN3616385,Department of Defence,Furniture,10-Jul-2019 to 27-Sep-2019,"$20,182.38"
97604704065,CN3607151,Department of Defence,Furniture,1-Jul-2019 to 30-Aug-2019,"$15,372.85"
97604704065,CN3595884,Department of Defence,Furniture,14-May-2019 to 20-Jun-2019,"$13,388.10"
97604704065,CN3593323,Department of Defence,Furniture,15-May-2019 to 31-May-2019,"$26,324.03"
97604704065,CN3593211,Department of Defence,Furniture,14-May-2019 to 30-May-2019,"$29,426.32"
97604704065,CN3592244,Department of Defence,Furniture,10-May-2019 to 30-May-2019,"$18,427.73"
97604704065,CN3591376,Department of Defence,Furniture,13-May-2019 to 28-May-2019,"$18,658.20"
97604704065,CN3590262,Department of Defence,Furniture,3-May-2019 to 30-May-2019,"$14,423.20"
97604704065,CN3587811,Department of Defence,Furniture,23-Apr-2019 to 28-May-2019,"$17,072.00"
97604704065,CN3587805,Department of Defence,Furniture,29-Apr-2019 to 28-May-2019,"$29,237.12"
97604704065,CN3582485,Department of Defence,Furniture,4-Apr-2019 to 28-May-2019,"$16,698.00"
97604704065,CN3580622,Department of Defence,Furniture,25-Mar-2019 to 28-May-2019,"$22,463.19"
97604704065,CN3580617,Department of Defence,Office furniture,26-Mar-2019 to 28-May-2019,"$20,145.14"
97604704065,CN3578339,Department of Defence,Office furniture,13-Mar-2019 to 28-May-2019,"$26,317.50"
97604704065,CN3575600,Services Australia,Office and desk accessories,29-Mar-2019 to 30-Apr-2019,"$13,244.00"
97604704065,CN3575219,Department of Defence,Furniture,27-Feb-2019 to 28-May-2019,"$19,948.28"
97604704065,CN3573606,Department of Defence,Furniture,1-Feb-2019 to 31-May-2019,"$17,522.82"
97604704065,CN3573605,Department of Defence,Furniture,19-Feb-2019 to 31-May-2019,"$18,389.80"
97604704065,CN3572809,Services Australia,Office and desk accessories,8-Feb-2019 to 10-Feb-2019,"$20,441.30"
97604704065,CN3568977,Services Australia,Office and desk accessories,1-Mar-2019 to 1-Apr-2019,"$24,618.00"
97604704065,CN3567881,Department of Defence,Furniture,17-Jan-2019 to 28-Feb-2019,"$10,667.67"
97604704065,CN3567853,Department of Defence,Furniture,29-Jan-2019 to 31-May-2019,"$13,563.62"
97604704065,CN3565170,Department of Defence,Furniture,10-Jan-2019 to 31-May-2019,"$11,509.96"
97604704065,CN3560198,Department of Defence,Furniture,11-Dec-2018 to 21-Jan-2019,"$16,556.98"
97604704065,CN3559071,Department of Defence,Furniture,20-Nov-2018 to 30-Jun-2019,"$36,154.61"
97604704065,CN3558314,Department of Defence,Office and desk accessories,11-Nov-2018 to 21-Dec-2018,"$16,015.34"
97604704065,CN3558308,Department of Defence,Furniture,6-Nov-2018 to 31-Jan-2019,"$11,457.02"
97604704065,CN3558234,Department of Defence,Furniture,13-Nov-2018 to 31-May-2019,"$68,217.60"
97604704065,CN3556595,Services Australia,Office and desk accessories,22-Nov-2018 to 30-Jun-2019,"$33,848.10"
97604704065,CN3554312,Department of Defence,Furniture,8-Oct-2018 to 30-Jun-2019,"$17,322.62"
97604704065,CN3551596,Services Australia,Office and desk accessories,15-Oct-2018 to 30-Jun-2019,"$501,700.10"
97604704065,CN3550787,Department of Defence,Furniture,28-Sep-2018 to 1-Nov-2018,"$11,113.35"
97604704065,CN3550785,Department of Defence,Office furniture,1-Oct-2018 to 1-Nov-2018,"$11,113.35"
97604704065,CN3550684,Department of Defence,Furniture,3-Oct-2018 to 31-May-2019,"$15,140.40"
97604704065,CN3548174,Department of Defence,Furniture,13-Sep-2018 to 13-Nov-2018,"$55,737.00"
97604704065,CN3547087,Department of Defence,Office furniture,4-Sep-2018 to 4-Oct-2018,"$12,011.38"
97604704065,CN3543354,Department of Defence,Furniture,31-Aug-2018 to 31-May-2019,"$104,962.01"
97604704065,CN3542160,Department of Defence,Furniture,16-Aug-2018 to 23-Oct-2018,"$18,249.00"
97604704065,CN3526864,Department of Defence,Office furniture,1-May-2018 to 31-Aug-2018,"$34,617.00"
97604704065,CN3522586,Department of Defence,Furniture,29-Jun-2018 to 3-Aug-2018,"$33,106.06"
97604704065,CN3512067,"Department of Education, Skills and Employment",Office furniture,7-Jun-2018 to 30-Jun-2018,"$16,871.80"
97604704065,CN3511550,Department of Defence,Furniture,5-Jun-2018 to 31-Jul-2018,"$13,328.19"
97604704065,CN3509100,Department of Defence,Furniture,23-May-2018 to 30-May-2019,"$10,489.47"
97604704065,CN3505772,Department of Defence,Office furniture,3-May-2018 to 29-Jun-2018,"$10,477.50"
97604704065,CN3505123,Department of Defence,Office furniture,4-May-2018 to 30-Jun-2018,"$20,614.00"
97604704065,CN3504881,Department of Defence,Furniture,1-May-2018 to 31-May-2018,"$15,033.70"
97604704065,CN3504828,Department of Defence,Office furniture,27-Apr-2018 to 29-Jun-2018,"$29,733.31"
97604704065,CN3503264,Department of Defence,Office furniture,24-Apr-2018 to 29-Jun-2018,"$22,339.90"
97604704065,CN3501262,Department of Defence,Furniture,12-Apr-2018 to 30-Apr-2018,"$13,200.00"
97604704065,CN3501201,Department of Defence,Office furniture,20-Apr-2018 to 1-Jun-2018,"$13,623.50"
97604704065,CN3501138,Department of Defence,Furniture,18-Apr-2018 to 31-May-2018,"$11,894.30"
97604704065,CN3501136,Department of Defence,Furniture,18-Apr-2018 to 31-May-2018,"$41,911.10"
97604704065,CN3499681,Department of Defence,Office furniture,12-Apr-2018 to 30-Jun-2018,"$27,305.52"
97604704065,CN3498176,Department of Defence,Furniture,4-Apr-2018 to 4-May-2018,"$14,934.11"
97604704065,CN3498043,Department of Defence,Furniture,28-Mar-2018 to 30-Jun-2018,"$49,075.95"
97604704065,CN3496595,Department of Defence,Furniture,28-Mar-2018 to 29-Jun-2018,"$31,520.50"
97604704065,CN3493377,Department of Defence,Workstations and office packages,9-Mar-2018 to 31-May-2018,"$42,649.60"
97604704065,CN3477084,Department of Defence,Office furniture,11-Dec-2017 to 31-Jan-2018,"$15,577.36"
97604704065,CN3470553,Geoscience Australia,Furniture,30-Oct-2017 to 13-Nov-2017,"$15,246.00"
97604704065,CN3467011,Department of Defence,Furniture,24-Oct-2017 to 31-May-2018,"$36,359.77"
97604704065,CN3465472,Department of Defence,Furniture,18-Oct-2017 to 31-May-2018,"$12,445.40"
97604704065,CN3465456,Department of Defence,Furniture,18-Oct-2017 to 31-May-2018,"$42,820.25"
97604704065,CN3465389,Department of Defence,Furniture,19-Oct-2017 to 31-May-2018,"$12,525.57"
97604704065,CN3465313,Department of Defence,Furniture,13-Oct-2017 to 31-May-2018,"$16,006.10"
97604704065,CN3465299,Department of Defence,Furniture,16-Oct-2017 to 31-May-2018,"$45,349.22"
97604704065,CN3464934,Department of the Prime Minister and Cabinet,Office furniture,23-Oct-2017 to 28-Feb-2018,"$10,340.00"
97604704065,CN3463110,Department of Defence,Furniture,10-Aug-2017 to 31-May-2018,"$12,495.32"
97604704065,CN3462854,Department of Defence,Furniture,4-Aug-2017 to 31-May-2018,"$24,496.68"
97604704065,CN3462809,Department of Defence,Furniture,3-Aug-2017 to 31-May-2018,"$14,641.00"
97604704065,CN3462638,Department of Defence,Furniture,26-Jul-2017 to 30-Jun-2018,"$67,742.40"
97604704065,CN3462603,Department of Defence,Furniture,26-Jul-2017 to 30-Jun-2018,"$10,032.00"
97604704065,CN3462562,Department of Defence,Furniture,26-Jul-2017 to 30-Jun-2018,"$38,406.50"
97604704065,CN3462493,Department of Defence,Furniture,24-Jul-2017 to 30-Jun-2018,"$32,503.52"
97604704065,CN3462486,Department of Defence,Furniture,24-Jul-2017 to 30-Jun-2018,"$11,589.40"
97604704065,CN3461083,Department of Defence,Furniture,13-Jul-2017 to 30-Jun-2018,"$51,953.00"
97604704065,CN3460326,"Department of Employment, Skills, Small and Family Business",Office and desk accessories,10-Oct-2017 to 10-Oct-2018,"$33,092.40"
97604704065,CN3459962,Department of Defence,Furniture,27-Sep-2017 to 31-May-2018,"$153,626.00"
97604704065,CN3459885,Department of Defence,Furniture,28-Sep-2017 to 31-May-2018,"$12,867.35"
97604704065,CN3458279,Department of Defence,Furniture,20-Sep-2017 to 31-May-2018,"$20,052.47"
97604704065,CN3458261,Department of Defence,Furniture,22-Sep-2017 to 31-May-2018,"$18,393.32"
97604704065,CN3457294,Department of Defence,Furniture,12-Sep-2017 to 31-May-2018,"$16,662.23"
97604704065,CN3455793,Department of Defence,Furniture,5-Sep-2017 to 31-May-2018,"$32,731.53"
97604704065,CN3455678,Department of Defence,Furniture,6-Sep-2017 to 31-May-2018,"$17,742.01"
97604704065,CN3455495,Department of Defence,Furniture,2-Sep-2017 to 31-May-2018,"$20,204.41"
97604704065,CN3451748,Department of Defence,Furniture,16-Aug-2017 to 31-May-2018,"$28,876.93"
97604704065,CN3445932,Department of Defence,Furniture,17-Jul-2017 to 30-Jun-2018,"$10,905.84"
97604704065,CN3445885,Department of Defence,Furniture,14-Jul-2017 to 30-Jun-2018,"$13,253.46"
97604704065,CN3445884,Department of Defence,Furniture,14-Jul-2017 to 30-Jun-2018,"$51,953.00"
97604704065,CN3444782,Department of Defence,Furniture,14-Jul-2017 to 28-Dec-2018,"$47,094.41"
97604704065,CN3444220,"Department of Employment, Skills, Small and Family Business",Office furniture,21-Jul-2017 to 31-Aug-2017,"$12,091.20"
97604704065,CN3442502,Department of Defence,Office furniture,4-Jul-2017 to 30-Jun-2018,"$199,000.00"
97604704065,CN3441911,"Department of Education, Skills and Employment",Workstations and office packages,12-Jul-2017 to 31-Aug-2017,"$13,928.64"
97604704065,CN3430309,Department of Defence,Furniture,30-May-2017 to 30-Jun-2017,"$15,331.97"
97604704065,CN3430257,Department of Defence,Furniture,2-Jun-2017 to 30-Sep-2017,"$37,245.17"
97604704065,CN3426224,Bureau of Meteorology,Office furniture,25-May-2017 to 14-Jul-2017,"$52,769.42"
97604704065,CN3424512,Department of Defence,Office supplies,12-May-2017 to 12-Jun-2017,"$13,880.90"
97604704065,CN3421213,Department of Defence,Office furniture,27-Apr-2017 to 31-May-2017,"$16,711.20"
97604704065,CN3420612,Department of Defence,Office furniture,11-Apr-2017 to 26-May-2017,"$104,788.35"
97604704065,CN3420553,Department of Defence,Furniture,11-Apr-2017 to 26-May-2017,"$13,525.60"
97604704065,CN3416631,Department of Defence,Furniture,27-Oct-2016 to 10-Feb-2017,"$11,345.40"
97604704065,CN3416630,Department of Defence,Office furniture,5-Oct-2016 to 6-Dec-2016,"$17,519.50"
97604704065,CN3415356,Department of Defence,Furniture,27-Mar-2017 to 30-Jun-2017,"$12,320.00"
97604704065,CN3413669,Department of Defence,Furniture,21-Mar-2017 to 30-Jun-2017,"$63,350.91"
97604704065,CN3411940,Department of Defence,Furniture,16-Mar-2017 to 30-Jun-2017,"$28,160.93"
97604704065,CN3410740,Department of Defence,Furniture,7-Mar-2017 to 30-Jun-2017,"$93,995.55"
97604704065,CN3403969,Department of Defence,Furniture,21-Nov-2016 to 28-Feb-2017,"$14,784.00"
97604704065,CN3403612,Department of Defence,Office furniture,30-Jan-2017 to 30-Jun-2017,"$54,628.20"
97604704065,CN3402455,Department of Defence,Office furniture,24-Jan-2017 to 30-Jun-2017,"$126,284.00"
97604704065,CN3402454,Department of Defence,Office furniture,24-Jan-2017 to 30-Jun-2017,"$25,641.00"
97604704065,CN3396417,Department of Defence,Office furniture,12-Dec-2016 to 26-May-2017,"$27,015.45"
97604704065,CN3391875,Department of Defence,Office furniture,25-Nov-2016 to 24-Feb-2017,"$42,087.86"
97604704065,CN3387968,Department of Defence,Furniture,4-Nov-2016 to 28-Feb-2017,"$292,026.90"
97604704065,CN3380983,Department of Defence,Office and desk accessories,26-Sep-2016 to 31-Oct-2016,"$11,509.30"
97604704065,CN3330566,Australian Federal Police,Furniture,17-Mar-2016 to 17-Jun-2016,"$74,470.53"
24147574669,CN3603163,Department of Veterans' Affairs,Cemetery upkeep services,1-Jul-2019 to 9-Aug-2019,"$12,000.00"
24147574669,CN3586482,Department of Veterans' Affairs,Cemetery upkeep services,15-Apr-2019 to 30-Jun-2019,"$20,000.00"
24147574669,CN3579229,Australian Taxation Office,Computer programmers,1-Apr-2019 to 29-Mar-2020,"$282,133.28"
24147574669,CN3558137,Department of the Prime Minister and Cabinet,Temporary personnel services,26-Nov-2018 to 28-Feb-2019,"$36,431.36"
24147574669,CN3505827-A2,Department of the Prime Minister and Cabinet,Personnel recruitment,23-Apr-2018 to 30-Jun-2019,"$169,568.39"
24147574669,CN3535998,Department of Veterans' Affairs,Temporary personnel services,9-Aug-2018 to 12-May-2019,"$81,700.00"
24147574669,CN3519410,Department of Veterans' Affairs,Temporary personnel services,18-Jun-2018 to 12-May-2019,"$81,700.00"
24147574669,CN3481094-A1,Australian Taxation Office,Computer programmers,26-Feb-2018 to 31-Mar-2019,"$302,595.48"
24147574669,CN3497806,Australian Taxation Office,Temporary personnel services,16-Apr-2018 to 1-Jul-2018,"$18,739.88"
24147574669,CN3472018,Department of Social Services,Temporary personnel services,2-Jan-2018 to 31-Oct-2018,"$130,000.00"
24147574669,CN3458517,Department of the Prime Minister and Cabinet,Personnel recruitment,26-Jul-2017 to 27-Oct-2017,"$33,353.10"
24147574669,CN3443930,Department of Social Services,Temporary personnel services,1-Aug-2017 to 1-Feb-2018,"$140,000.00"
24147574669,CN3401504-A1,Department of Social Services,Personnel recruitment,5-Feb-2017 to 22-Dec-2017,"$174,000.00"
24147574669,CN3343008-A3,Australian Taxation Office,Computer programmers,6-Jun-2016 to 25-Feb-2018,"$476,532.32"
24147574669,CN3404639,Australian Federal Police,Strategic planning consultation services,6-Feb-2017 to 30-Jun-2017,"$115,116.00"
24147574669,CN3395083,Australian Taxation Office,Temporary personnel services,5-Dec-2016 to 30-Jul-2017,"$84,913.76"
24147574669,CN3394225,Australian Taxation Office,Temporary personnel services,5-Dec-2016 to 2-Apr-2017,"$33,926.98"
24147574669,CN3335254-A1,Department of Health,Personnel recruitment,4-Apr-2016 to 14-Aug-2016,"$39,999.00"
24147574669,CN3292389-A1,Department of Social Services,Temporary personnel services,21-Sep-2015 to 19-Nov-2015,"$21,088.51"
24147574669,CN3297461,"Department of Agriculture, Water and the Environment",Temporary personnel services,24-Sep-2015 to 30-Jun-2016,"$27,000.00"
24147574669,CN3291009,Australian Taxation Office,Personnel recruitment,12-Aug-2015 to 9-Sep-2015,"$20,000.00"
24147574669,CN982631,Department of Health,Personnel recruitment,1-Sep-2012 to 30-Nov-2012,"$16,000.00"
24147574669,CN779161,Department of Health,Personnel recruitment,9-Jul-2012 to 31-Aug-2012,"$31,617.00"
82153382533,CN3630115,Australian Taxation Office,Temporary personnel services,30-Sep-2019 to 28-Jun-2020,"$67,567.50"
82153382533,CN3544740-A1,Australian Taxation Office,Personnel recruitment,4-Oct-2018 to 29-Sep-2019,"$89,050.50"
82153382533,CN3547720,Australian Taxation Office,Personnel recruitment,23-Oct-2018 to 30-Jan-2019,"$17,650.86"
82153382533,CN3544138,Australian Taxation Office,Personnel recruitment,4-Oct-2018 to 30-Jun-2019,"$66,528.00"
82153382533,CN3535452,Australian Taxation Office,Temporary personnel services,20-Aug-2018 to 30-Jun-2019,"$89,100.00"
82153382533,CN3408911-A3,Australian Taxation Office,Temporary personnel services,8-Mar-2017 to 30-Dec-2018,"$203,803.60"
82153382533,CN3449655,Australian Taxation Office,Personnel recruitment,7-Aug-2017 to 1-Jul-2018,"$97,020.00"
82153382533,CN3447874,Australian Taxation Office,Personnel recruitment,21-Aug-2017 to 7-Jan-2018,"$47,437.50"
82153382533,CN3447133,Australian Taxation Office,Temporary personnel services,31-Jul-2017 to 7-Jan-2018,"$47,437.50"
82153382533,CN3323800-A2,Australian Taxation Office,Business administration services,1-Mar-2016 to 1-Oct-2017,"$276,064.39"
82153382533,CN3329619-A1,Australian Taxation Office,Temporary personnel services,21-Mar-2016 to 1-Jul-2018,"$424,710.00"
82153382533,CN3407695,Australian Taxation Office,Temporary personnel services,13-Mar-2017 to 30-Jun-2017,"$34,320.00"
82153382533,CN3380508,Australian Taxation Office,Temporary personnel services,10-Oct-2016 to 8-Oct-2017,"$115,057.80"
82153382533,CN3335074,Australian Taxation Office,Temporary personnel services,30-Mar-2016 to 17-Mar-2017,"$180,048.00"
82153382533,CN3327956,Australian Taxation Office,Temporary personnel services,7-Mar-2016 to 3-Mar-2017,"$235,125.00"
82153382533,CN3322251,Australian Taxation Office,Temporary personnel services,15-Feb-2016 to 14-Feb-2017,"$141,372.00"
82153382533,CN3301275,Australian Taxation Office,Temporary personnel services,2-Nov-2015 to 30-Apr-2016,"$57,420.00"
78605912516,CN3604750-A2,Department of Health,Management support services,24-Jun-2019 to 30-Dec-2020,"$3,054,560.03"
78605912516,CN3645277,Department of Health,Management advisory services,2-Dec-2019 to 31-Mar-2020,"$77,000.00"
78605912516,CN3639836,"Department of Infrastructure, Transport, Regional Development and Communications",Management advisory services,1-Nov-2019 to 30-Jun-2020,"$34,650.00"
78605912516,CN3592832,Department of Social Services,Strategic planning consultation services,21-May-2019 to 26-Jun-2019,"$58,321.00"
78605912516,CN3581061,"Department of Infrastructure, Transport, Regional Development and Communications",Audit services,27-Mar-2019 to 30-Jun-2019,"$20,460.00"
78605912516,CN3388700,Department of Social Services,Management advisory services,30-Nov-2016 to 30-Jun-2017,"$27,500.00"
78605912516,CN3385768,"Department of Infrastructure, Transport, Regional Development and Communications",Audit services,1-Nov-2016 to 20-Feb-2017,"$20,460.00"
78605912516,CN3371137,Department of Social Services,Economic or financial evaluation of projects,26-Aug-2016 to 30-Dec-2016,"$28,600.00"
78605912516,CN3352687,Department of Defence,Education and Training Services,10-Jun-2016 to 31-Aug-2016,"$89,980.00"
57024747460,CN3677022,Department of Health,Disease prevention and control,14-Apr-2020 to 14-Aug-2020,"$275,000.00"
74158075275,CN3726309,Bureau of Meteorology,Temporary personnel services,19-Oct-2020 to 30-Jun-2021,"$103,590.00"
74158075275,CN3721482,Bureau of Meteorology,Temporary personnel services,19-Oct-2020 to 30-Jun-2021,"$96,250.00"
74158075275,CN3707026,Bureau of Meteorology,Temporary personnel services,6-Jul-2020 to 30-Jun-2021,"$178,035.00"
74158075275,CN3703241,Services Australia,Computer services,1-Jul-2020 to 31-Dec-2020,"$143,000.00"
74158075275,CN3544377-A1,Services Australia,Computer services,2-Aug-2018 to 30-Jun-2020,"$552,200.00"
74158075275,CN3570999,Bureau of Meteorology,Temporary personnel services,31-Jan-2019 to 28-Jun-2019,"$99,000.00"
36934790547,CN3286078,Department of the Prime Minister and Cabinet,Community and social services,27-Jun-2014 to 29-May-2015,"$230,625.00"
90165345022,CN3698421,Department of Defence,Furniture,22-May-2020 to 2-Jun-2020,"$19,992.50"
90165345022,CN3689099,Department of Defence,Furniture,5-Jun-2020 to 22-Jun-2020,"$181,559.40"
90165345022,CN3419913,Bureau of Meteorology,Office furniture,5-May-2017 to 30-Jun-2017,"$15,356.00"
63600276015,CN3678070-A1,Department of Defence,Building construction and support and maintenance and repair services,5-May-2020 to 26-May-2021,"$2,581,497.64"
63600276015,CN3642350-A7,Department of Defence,Building construction and support and maintenance and repair services,15-Nov-2019 to 26-May-2022,"$10,281,087.86"
63600276015,CN3642352-A6,Department of Defence,Building construction and support and maintenance and repair services,15-Nov-2019 to 26-May-2022,"$15,208,369.01"
63600276015,CN3672728-A1,Department of Defence,Building construction and support and maintenance and repair services,8-Apr-2020 to 26-May-2022,"$8,791,500.60"
63600276015,CN3590263-A7,Department of Defence,Building construction and support and maintenance and repair services,6-May-2019 to 26-May-2022,"$12,041,206.00"
